2024-11-16 17:39:15 - addr(ip='192.168.1.111', port=61474) -> addr(ip='162.159.129.235', port=443) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='192.168.1.111', port=61253) -> addr(ip='162.159.129.235', port=443) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='::1', port=5426) -> addr(ip='::1', port=60909) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='::1', port=5426) -> addr(ip='::1', port=60916) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='::1', port=60907) -> addr(ip='::1', port=5426) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='192.168.1.111', port=61535) -> addr(ip='72.25.64.32', port=443) - TIME_WAIT
2024-11-16 17:39:15 - addr(ip='192.168.1.111', port=61420) -> addr(ip='185.199.108.154', port=443) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='::1', port=57519) -> addr(ip='::1', port=49933) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='192.168.1.111', port=60920) -> addr(ip='20.167.82.225', port=443) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='127.0.0.1', port=60880) -> addr(ip='127.0.0.1', port=65001) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='192.168.1.111', port=61485) -> addr(ip='44.208.96.239', port=443) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='192.168.1.111', port=61523) -> addr(ip='104.208.16.90', port=443) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='192.168.1.111', port=61437) -> addr(ip='49.231.112.42', port=443) - CLOSE_WAIT
2024-11-16 17:39:15 - addr(ip='192.168.1.111', port=61040) -> addr(ip='162.247.243.29', port=443) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='192.168.1.111', port=61522) -> addr(ip='117.18.232.200', port=443) - ESTABLISHED
2024-11-16 17:39:15 - addr(ip='::1', port=57528) -> addr(ip='::1', port=57520) - ESTABLISHED
2024-11-16 17:39:35 - addr(ip='192.168.1.111', port=61540) -> addr(ip='107.167.125.189', port=443) - CLOSE_WAIT
2024-11-16 17:39:45 - addr(ip='192.168.1.111', port=61547) -> addr(ip='13.107.3.128', port=443) - ESTABLISHED
2024-11-16 17:40:00 - addr(ip='192.168.1.111', port=61548) -> addr(ip='18.172.202.51', port=443) - ESTABLISHED
2024-11-16 17:40:00 - addr(ip='192.168.1.111', port=61549) -> addr(ip='18.172.202.87', port=443) - ESTABLISHED
2024-11-16 17:40:05 - addr(ip='192.168.1.111', port=61558) -> addr(ip='20.42.73.30', port=443) - ESTABLISHED
2024-11-16 17:40:05 - addr(ip='192.168.1.111', port=61555) -> addr(ip='82.145.216.15', port=443) - ESTABLISHED
2024-11-16 17:40:05 - addr(ip='192.168.1.111', port=61557) -> addr(ip='82.145.216.15', port=443) - ESTABLISHED
2024-11-16 17:40:05 - addr(ip='192.168.1.111', port=61554) -> addr(ip='107.167.96.30', port=443) - ESTABLISHED
2024-11-16 17:40:05 - addr(ip='192.168.1.111', port=61552) -> addr(ip='23.194.61.68', port=443) - ESTABLISHED
2024-11-16 17:40:05 - addr(ip='192.168.1.111', port=61556) -> addr(ip='82.145.216.15', port=443) - ESTABLISHED
2024-11-16 17:40:05 - addr(ip='192.168.1.111', port=61553) -> addr(ip='42.99.140.171', port=443) - ESTABLISHED
2024-11-16 17:40:05 - addr(ip='192.168.1.111', port=61551) -> addr(ip='107.167.96.30', port=443) - ESTABLISHED
2024-11-16 17:40:10 - addr(ip='192.168.1.111', port=61560) -> addr(ip='52.113.194.132', port=443) - ESTABLISHED
2024-11-16 17:40:10 - addr(ip='192.168.1.111', port=61564) -> addr(ip='52.182.143.213', port=443) - ESTABLISHED
2024-11-16 17:40:10 - addr(ip='192.168.1.111', port=61559) -> addr(ip='52.113.194.132', port=443) - ESTABLISHED
2024-11-16 17:40:10 - addr(ip='192.168.1.111', port=61562) -> addr(ip='23.194.61.68', port=443) - ESTABLISHED
2024-11-16 17:40:10 - addr(ip='192.168.1.111', port=61563) -> addr(ip='20.189.173.18', port=443) - ESTABLISHED
2024-11-16 17:40:10 - addr(ip='192.168.1.111', port=61561) -> addr(ip='23.194.61.68', port=443) - ESTABLISHED
2024-11-16 17:40:20 - addr(ip='192.168.1.111', port=61565) -> addr(ip='18.233.53.252', port=443) - ESTABLISHED
2024-11-16 17:40:20 - addr(ip='192.168.1.111', port=61566) -> addr(ip='185.26.182.106', port=443) - ESTABLISHED
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61569) -> addr(ip='107.167.110.211', port=443) - ESTABLISHED
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61567) -> addr(ip='216.58.200.1', port=443) - ESTABLISHED
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61579) -> addr(ip='107.167.96.31', port=443) - SYN_SENT
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61577) -> addr(ip='104.18.32.47', port=443) - ESTABLISHED
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61572) -> addr(ip='104.18.9.172', port=443) - ESTABLISHED
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61576) -> addr(ip='23.194.61.68', port=443) - ESTABLISHED
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61574) -> addr(ip='23.194.61.68', port=443) - ESTABLISHED
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61573) -> addr(ip='23.194.61.68', port=443) - ESTABLISHED
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61570) -> addr(ip='107.167.96.31', port=443) - ESTABLISHED
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61578) -> addr(ip='107.167.96.31', port=443) - ESTABLISHED
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61568) -> addr(ip='107.167.96.31', port=443) - ESTABLISHED
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61575) -> addr(ip='172.64.155.209', port=443) - ESTABLISHED
2024-11-16 17:40:25 - addr(ip='192.168.1.111', port=61571) -> addr(ip='216.58.221.214', port=443) - ESTABLISHED
2024-11-16 17:40:30 - addr(ip='192.168.1.111', port=61581) -> addr(ip='162.247.243.29', port=443) - ESTABLISHED
2024-11-16 17:40:30 - addr(ip='192.168.1.111', port=61579) -> addr(ip='107.167.96.31', port=443) - ESTABLISHED
2024-11-16 17:40:30 - addr(ip='192.168.1.111', port=61580) -> addr(ip='162.247.243.29', port=443) - ESTABLISHED
2024-11-16 17:40:35 - addr(ip='192.168.1.111', port=61582) -> addr(ip='13.89.179.14', port=443) - ESTABLISHED
2024-11-16 17:40:35 - addr(ip='192.168.1.111', port=61585) -> addr(ip='49.231.120.217', port=80) - ESTABLISHED
2024-11-16 17:40:35 - addr(ip='192.168.1.111', port=61583) -> addr(ip='13.89.179.14', port=443) - ESTABLISHED
2024-11-16 17:40:35 - addr(ip='192.168.1.111', port=61584) -> addr(ip='49.231.120.217', port=80) - ESTABLISHED
2024-11-16 17:40:40 - addr(ip='192.168.1.111', port=61586) -> addr(ip='199.232.167.52', port=443) - ESTABLISHED
2024-11-16 17:40:40 - addr(ip='192.168.1.111', port=61589) -> addr(ip='199.232.167.52', port=443) - ESTABLISHED
2024-11-16 17:40:40 - addr(ip='192.168.1.111', port=61587) -> addr(ip='49.231.120.208', port=443) - ESTABLISHED
2024-11-16 17:40:40 - addr(ip='192.168.1.111', port=61588) -> addr(ip='199.232.167.52', port=443) - ESTABLISHED
2024-11-16 17:40:45 - addr(ip='192.168.1.111', port=61522) -> addr(ip='117.18.232.200', port=443) - TIME_WAIT
2024-11-16 17:41:00 - addr(ip='192.168.1.111', port=61591) -> addr(ip='72.25.64.32', port=443) - ESTABLISHED
2024-11-16 17:41:05 - addr(ip='192.168.1.111', port=61554) -> addr(ip='107.167.96.30', port=443) - CLOSE_WAIT
2024-11-16 17:41:05 - addr(ip='192.168.1.111', port=61592) -> addr(ip='52.69.18.72', port=443) - FIN_WAIT1
2024-11-16 17:41:05 - addr(ip='192.168.1.111', port=61556) -> addr(ip='82.145.216.15', port=443) - CLOSE_WAIT
2024-11-16 17:41:10 - addr(ip='192.168.1.111', port=61555) -> addr(ip='82.145.216.15', port=443) - TIME_WAIT
2024-11-16 17:41:10 - addr(ip='192.168.1.111', port=61551) -> addr(ip='107.167.96.30', port=443) - CLOSE_WAIT
2024-11-16 17:41:10 - addr(ip='192.168.1.111', port=61593) -> addr(ip='185.26.182.111', port=443) - ESTABLISHED
2024-11-16 17:41:10 - addr(ip='192.168.1.111', port=61584) -> addr(ip='49.231.120.217', port=80) - TIME_WAIT
2024-11-16 17:41:10 - addr(ip='192.168.1.111', port=61585) -> addr(ip='49.231.120.217', port=80) - TIME_WAIT
2024-11-16 17:41:25 - addr(ip='192.168.1.111', port=61566) -> addr(ip='185.26.182.106', port=443) - TIME_WAIT
2024-11-16 17:41:25 - addr(ip='192.168.1.111', port=61570) -> addr(ip='107.167.96.31', port=443) - CLOSE_WAIT
2024-11-16 17:41:30 - addr(ip='192.168.1.111', port=61579) -> addr(ip='107.167.96.31', port=443) - CLOSE_WAIT
2024-11-16 17:41:30 - addr(ip='192.168.1.111', port=61568) -> addr(ip='107.167.96.31', port=443) - CLOSE_WAIT
2024-11-16 17:41:35 - addr(ip='192.168.1.111', port=61569) -> addr(ip='107.167.110.211', port=443) - CLOSE_WAIT
2024-11-16 17:41:35 - addr(ip='192.168.1.111', port=61595) -> addr(ip='20.42.65.84', port=443) - ESTABLISHED
2024-11-16 17:41:35 - addr(ip='192.168.1.111', port=61578) -> addr(ip='107.167.96.31', port=443) - CLOSE_WAIT
2024-11-16 17:41:40 - addr(ip='192.168.1.111', port=61596) -> addr(ip='216.58.196.3', port=80) - ESTABLISHED
2024-11-16 17:41:40 - addr(ip='192.168.1.111', port=61597) -> addr(ip='96.16.101.68', port=80) - ESTABLISHED
2024-11-16 17:41:40 - addr(ip='192.168.1.111', port=61599) -> addr(ip='49.231.120.202', port=80) - ESTABLISHED
2024-11-16 17:41:40 - addr(ip='192.168.1.111', port=61600) -> addr(ip='49.231.112.88', port=80) - ESTABLISHED
2024-11-16 17:41:40 - addr(ip='192.168.1.111', port=61598) -> addr(ip='96.16.101.68', port=80) - ESTABLISHED
2024-11-16 17:41:45 - addr(ip='192.168.1.111', port=61549) -> addr(ip='18.172.202.87', port=443) - TIME_WAIT
2024-11-16 17:41:55 - addr(ip='192.168.1.111', port=61601) -> addr(ip='20.190.148.163', port=443) - ESTABLISHED
2024-11-16 17:41:55 - addr(ip='192.168.1.111', port=61602) -> addr(ip='52.182.143.212', port=443) - TIME_WAIT
2024-11-16 17:42:05 - addr(ip='192.168.1.111', port=61548) -> addr(ip='18.172.202.51', port=443) - TIME_WAIT
2024-11-16 17:42:25 - addr(ip='192.168.1.111', port=61576) -> addr(ip='23.194.61.68', port=443) - CLOSING
2024-11-16 17:42:30 - addr(ip='192.168.1.111', port=61576) -> addr(ip='23.194.61.68', port=443) - TIME_WAIT
2024-11-16 17:42:40 - addr(ip='192.168.1.111', port=61606) -> addr(ip='172.217.25.195', port=80) - ESTABLISHED
2024-11-16 17:42:40 - addr(ip='192.168.1.111', port=61607) -> addr(ip='23.48.193.39', port=80) - ESTABLISHED
2024-11-16 17:42:40 - addr(ip='192.168.1.111', port=61605) -> addr(ip='49.231.112.74', port=80) - ESTABLISHED
2024-11-16 17:42:45 - addr(ip='192.168.1.111', port=61608) -> addr(ip='117.18.232.200', port=443) - ESTABLISHED
2024-11-16 17:42:55 - addr(ip='192.168.1.111', port=61609) -> addr(ip='72.25.64.32', port=443) - SYN_SENT
2024-11-16 17:43:00 - addr(ip='192.168.1.111', port=61609) -> addr(ip='72.25.64.32', port=443) - TIME_WAIT
2024-11-16 17:43:00 - addr(ip='192.168.1.111', port=61610) -> addr(ip='18.178.209.202', port=443) - FIN_WAIT1
2024-11-16 17:43:25 - addr(ip='192.168.1.111', port=61595) -> addr(ip='20.42.65.84', port=443) - TIME_WAIT
2024-11-16 17:43:30 - addr(ip='192.168.1.111', port=61596) -> addr(ip='216.58.196.3', port=80) - TIME_WAIT
2024-11-16 17:43:30 - addr(ip='192.168.1.111', port=61597) -> addr(ip='96.16.101.68', port=80) - TIME_WAIT
2024-11-16 17:43:30 - addr(ip='192.168.1.111', port=61599) -> addr(ip='49.231.120.202', port=80) - TIME_WAIT
2024-11-16 17:43:30 - addr(ip='192.168.1.111', port=61600) -> addr(ip='49.231.112.88', port=80) - TIME_WAIT
2024-11-16 17:43:30 - addr(ip='192.168.1.111', port=61598) -> addr(ip='96.16.101.68', port=80) - TIME_WAIT
2024-11-16 17:43:40 - addr(ip='192.168.1.111', port=61607) -> addr(ip='23.48.193.39', port=80) - TIME_WAIT
2024-11-16 17:43:40 - addr(ip='192.168.1.111', port=61605) -> addr(ip='49.231.112.74', port=80) - TIME_WAIT
2024-11-16 17:43:40 - addr(ip='192.168.1.111', port=61606) -> addr(ip='172.217.25.195', port=80) - TIME_WAIT
2024-11-16 17:43:45 - addr(ip='192.168.1.111', port=61611) -> addr(ip='162.159.136.232', port=443) - ESTABLISHED
2024-11-16 17:43:45 - addr(ip='192.168.1.111', port=61601) -> addr(ip='20.190.148.163', port=443) - TIME_WAIT
2024-11-16 17:43:55 - addr(ip='192.168.1.111', port=61611) -> addr(ip='162.159.136.232', port=443) - TIME_WAIT
2024-11-16 17:44:00 - addr(ip='192.168.1.111', port=61516) -> addr(ip='172.64.151.57', port=443) - CLOSE_WAIT
2024-11-16 17:44:00 - addr(ip='192.168.1.111', port=61513) -> addr(ip='104.18.156.37', port=443) - CLOSE_WAIT
2024-11-16 17:44:30 - addr(ip='192.168.1.111', port=61567) -> addr(ip='216.58.200.1', port=443) - CLOSE_WAIT
2024-11-16 17:44:30 - addr(ip='192.168.1.111', port=61571) -> addr(ip='216.58.221.214', port=443) - CLOSE_WAIT
2024-11-16 17:45:35 - addr(ip='192.168.1.111', port=61613) -> addr(ip='51.132.193.104', port=443) - ESTABLISHED
2024-11-16 17:45:35 - addr(ip='192.168.1.111', port=61614) -> addr(ip='20.189.173.9', port=443) - LAST_ACK
2024-11-16 17:45:45 - addr(ip='192.168.1.111', port=61608) -> addr(ip='117.18.232.200', port=443) - TIME_WAIT
2024-11-16 17:46:30 - addr(ip='192.168.1.111', port=61618) -> addr(ip='162.247.243.29', port=443) - ESTABLISHED
2024-11-16 17:46:30 - addr(ip='192.168.1.111', port=61619) -> addr(ip='162.247.243.29', port=443) - ESTABLISHED
2024-11-16 17:46:35 - addr(ip='192.168.1.111', port=61621) -> addr(ip='13.89.179.14', port=443) - ESTABLISHED
2024-11-16 17:46:35 - addr(ip='192.168.1.111', port=61620) -> addr(ip='13.89.179.14', port=443) - ESTABLISHED
2024-11-16 17:46:50 - addr(ip='192.168.1.111', port=61623) -> addr(ip='216.58.200.1', port=443) - ESTABLISHED
2024-11-16 17:46:50 - addr(ip='192.168.1.111', port=61622) -> addr(ip='185.26.182.106', port=443) - ESTABLISHED
2024-11-16 17:46:55 - addr(ip='192.168.1.111', port=61624) -> addr(ip='107.167.96.31', port=443) - ESTABLISHED
2024-11-16 17:46:55 - addr(ip='192.168.1.111', port=61629) -> addr(ip='216.58.196.35', port=443) - ESTABLISHED
2024-11-16 17:46:55 - addr(ip='192.168.1.111', port=61627) -> addr(ip='216.58.196.22', port=443) - ESTABLISHED
2024-11-16 17:46:55 - addr(ip='192.168.1.111', port=61625) -> addr(ip='107.167.96.31', port=443) - ESTABLISHED
2024-11-16 17:46:55 - addr(ip='192.168.1.111', port=61628) -> addr(ip='107.167.96.30', port=443) - ESTABLISHED
2024-11-16 17:46:55 - addr(ip='192.168.1.111', port=61626) -> addr(ip='107.167.96.30', port=443) - ESTABLISHED
2024-11-16 17:47:00 - addr(ip='192.168.1.111', port=61630) -> addr(ip='216.58.200.14', port=443) - ESTABLISHED
2024-11-16 17:47:00 - addr(ip='192.168.1.111', port=61631) -> addr(ip='216.58.200.14', port=443) - ESTABLISHED
2024-11-16 17:47:05 - addr(ip='192.168.1.111', port=61577) -> addr(ip='104.18.32.47', port=443) - TIME_WAIT
2024-11-16 17:47:05 - addr(ip='192.168.1.111', port=61634) -> addr(ip='172.217.26.78', port=443) - ESTABLISHED
2024-11-16 17:47:05 - addr(ip='192.168.1.111', port=61633) -> addr(ip='172.217.26.65', port=443) - ESTABLISHED
2024-11-16 17:47:05 - addr(ip='192.168.1.111', port=61632) -> addr(ip='216.239.38.135', port=443) - ESTABLISHED
2024-11-16 17:47:45 - addr(ip='192.168.1.111', port=61636) -> addr(ip='117.18.232.200', port=443) - ESTABLISHED
2024-11-16 17:47:55 - addr(ip='192.168.1.111', port=61628) -> addr(ip='107.167.96.30', port=443) - CLOSE_WAIT
2024-11-16 17:47:55 - addr(ip='192.168.1.111', port=61622) -> addr(ip='185.26.182.106', port=443) - TIME_WAIT
2024-11-16 17:48:05 - addr(ip='192.168.1.111', port=61623) -> addr(ip='216.58.200.1', port=443) - TIME_WAIT
2024-11-16 17:48:05 - addr(ip='192.168.1.111', port=61631) -> addr(ip='216.58.200.14', port=443) - TIME_WAIT
2024-11-16 17:48:05 - addr(ip='192.168.1.111', port=61627) -> addr(ip='216.58.196.22', port=443) - TIME_WAIT
2024-11-16 17:48:05 - addr(ip='192.168.1.111', port=61637) -> addr(ip='104.16.103.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61640) -> addr(ip='104.16.103.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61345) -> addr(ip='104.16.103.112', port=443) - TIME_WAIT
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61638) -> addr(ip='104.16.103.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61626) -> addr(ip='107.167.96.30', port=443) - CLOSE_WAIT
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61639) -> addr(ip='104.16.102.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61644) -> addr(ip='104.16.102.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61642) -> addr(ip='104.16.103.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61641) -> addr(ip='172.217.174.170', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61643) -> addr(ip='104.16.102.112', port=443) - ESTABLISHED
2024-11-16 17:48:10 - addr(ip='192.168.1.111', port=61645) -> addr(ip='104.16.103.112', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61651) -> addr(ip='104.26.13.205', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61656) -> addr(ip='107.167.96.31', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='::1', port=61652) -> addr(ip='::1', port=24642) - SYN_SENT
2024-11-16 17:48:15 - addr(ip='::1', port=61654) -> addr(ip='::1', port=24642) - SYN_SENT
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61649) -> addr(ip='172.64.148.188', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61646) -> addr(ip='104.16.102.112', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61653) -> addr(ip='107.167.96.31', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='127.0.0.1', port=61657) -> addr(ip='127.0.0.1', port=24642) - SYN_SENT
2024-11-16 17:48:15 - addr(ip='127.0.0.1', port=61655) -> addr(ip='127.0.0.1', port=24642) - SYN_SENT
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61650) -> addr(ip='18.161.111.106', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61647) -> addr(ip='104.16.103.112', port=443) - ESTABLISHED
2024-11-16 17:48:15 - addr(ip='192.168.1.111', port=61648) -> addr(ip='18.161.111.106', port=443) - ESTABLISHED
2024-11-16 17:48:20 - addr(ip='192.168.1.111', port=61658) -> addr(ip='104.18.37.68', port=443) - ESTABLISHED
2024-11-16 17:48:35 - addr(ip='192.168.1.111', port=61660) -> addr(ip='151.101.20.159', port=443) - SYN_SENT
2024-11-16 17:48:35 - addr(ip='192.168.1.111', port=61659) -> addr(ip='104.244.43.131', port=443) - ESTABLISHED
2024-11-16 17:48:35 - addr(ip='192.168.1.111', port=61662) -> addr(ip='151.101.20.159', port=443) - SYN_SENT
2024-11-16 17:48:35 - addr(ip='192.168.1.111', port=61661) -> addr(ip='151.101.20.158', port=443) - ESTABLISHED
2024-11-16 17:48:40 - addr(ip='192.168.1.111', port=61660) -> addr(ip='151.101.20.159', port=443) - ESTABLISHED
